cid,bdate,gen
NASAW00011776,31/12/1978,Male
NASAW00011777,21/1/1978,Female
NASAW00011778,17/9/1976,Female
NASAW00011779,15/1/1977,Female
NASAW00011780,19/5/1977,Female
NASAW00011781,6/9/1976,Male
NASAW00011782,13/3/1982,Female
NASAW00011783,13/11/1982,Female
NASAW00011784,18/6/1978,Male
NASAW00011785,21/2/1983,Male
NASAW00011786,13/3/1978,Male
NASAW00011787,5/3/1978,Male
NASAW00011788,18/8/1977,Female
NASAW00011789,16/2/1981,Female
NASAW00011790,17/5/1981,Male
NASAW00011791,19/10/1975,Male
NASAW00011792,24/11/1974,Female
NASAW00011793,16/3/1980,Male
NASAW00011794,1/5/1975,Female
NASAW00011795,15/8/1974,Female
NASAW00011796,3/8/1985,Female
NASAW00011797,3/3/1980,Male
NASAW00011798,12/8/1974,Male
NASAW00011799,9/9/1980,Male
NASAW00011800,7/5/1975,Female
NASAW00011801,16/3/1975,Male
NASAW00011802,5/2/1977,Female
NASAW00011803,11/3/1977,Female
NASAW00011804,15/10/1976,Female
NASAW00011805,8/9/1976,Male
NASAW00011806,6/8/1982,Female
NASAW00011807,3/3/1977,Male
NASAW00011808,10/10/1974,Male
NASAW00011809,1/7/1973,Male
NASAW00011810,3/1/1978,Male
NASAW00011811,11/6/1978,Female
NASAW00011812,21/3/1973,Male
NASAW00011813,11/5/1973,Female
NASAW00011814,5/1/1976,Male
NASAW00011815,20/4/1981,Female
NASAW00011816,19/10/1981,Male
NASAW00011817,23/11/1981,Female
NASAW00011818,20/10/1975,Male
NASAW00011819,8/4/1973,Male
NASAW00011820,22/8/1977,Female
NASAW00011821,13/10/1971,Male
NASAW00011822,11/12/1971,Female
NASAW00011823,20/10/1977,Female
NASAW00011824,3/10/1977,Female
NASAW00011825,15/11/1971,Female
NASAW00011826,15/8/1971,Female
NASAW00011827,16/9/1980,Female
NASAW00011828,4/6/1980,Female
NASAW00011829,2/5/1975,Female
NASAW00011830,15/7/1974,Female
NASAW00011831,24/5/1975,Male
NASAW00011832,1/4/1976,Female
NASAW00011833,16/1/1982,Male
NASAW00011834,20/4/1982,M
NASAW00011835,17/12/1970,Male
NASAW00011836,25/10/1970,M
NASAW00011837,5/8/1976,F
NASAW00011838,9/8/1970,Male
NASAW00011839,21/7/1976,Male
NASAW00011840,13/5/1976,Male
NASAW00011841,13/9/1969,Male
NASAW00011842,3/4/1970,Male
NASAW00011843,8/11/1975,Female
NASAW00011844,6/10/1969,Female
NASAW00011845,15/2/1930,Female
NASAW00011846,13/12/1969,Female
NASAW00011847,31/5/1970,Female
NASAW00011848,24/2/1975,Male
NASAW00011849,13/3/1970,Female
NASAW00011850,16/9/1980,Female
NASAW00011851,7/3/1969,Female
NASAW00011852,23/4/1969,Male
NASAW00011853,15/11/1979,Female
NASAW00011854,16/10/1973,Male
NASAW00011855,9/8/1974,Male
NASAW00011856,13/2/1969,Male
NASAW00011857,8/3/1974,Female
NASAW00011858,5/6/1968,Male
NASAW00011859,8/3/1968,Male
NASAW00011860,9/7/1967,Female
NASAW00011861,22/10/1967,Female
NASAW00011862,11/9/1972,Female
NASAW00011863,10/4/1967,Female
NASAW00011864,6/3/1967,Female
NASAW00011865,6/8/1966,Female
NASAW00011866,30/12/1966,Male
NASAW00011867,21/4/1971,Male
NASAW00011868,31/1/1973,Female
NASAW00011869,1/5/1984,Female
NASAW00011870,10/7/1978,Female
NASAW00011871,12/8/1978,Male
NASAW00011872,17/7/1978,Female
NASAW00011873,9/10/1972,Male
NASAW00011874,6/3/1978,Male
NASAW00011875,31/1/1966,Male
NASAW00011876,13/5/1966,Female
NASAW00011877,6/4/1966,Female
NASAW00011878,4/2/1971,Female
NASAW00011879,30/9/1971,Male
NASAW00011880,16/2/1965,Female
NASAW00011881,20/1/1965,Male
NASAW00011882,5/9/1975,Male
NASAW00011883,10/2/1965,Female
NASAW00011884,22/4/1970,Female
NASAW00011885,21/9/1970,Male
NASAW00011886,20/7/1963,Female
NASAW00011887,3/10/1963,Male
NASAW00011888,18/12/1969,Male
NASAW00011889,25/11/1963,Male
NASAW00011890,14/5/1964,Female
NASAW00011891,13/9/1969,Female
NASAW00011892,7/4/1975,Male
NASAW00011893,9/8/1974,Male
NASAW00011894,30/4/1980,Female
NASAW00011895,18/1/1975,Male
NASAW00011896,18/5/1975,Male
NASAW00011897,28/5/1974,Male
NASAW00011898,31/12/1975,Female
NASAW00011899,15/3/1976,Female
NASAW00011900,3/3/1981,Male
NASAW00011901,18/8/1973,Female
NASAW00011902,14/9/1972,Male
NASAW00011903,21/10/1985,Female
NASAW00011904,5/5/1986,Female
NASAW00011905,14/12/1974,Male
NASAW00011906,17/8/1972,Female
NASAW00011907,7/3/1973,Female
NASAW00011908,8/1/1972,Male
NASAW00011909,10/8/1971,Female
NASAW00011910,10/12/1971,Female
NASAW00011911,15/5/1972,Female
NASAW00011912,16/6/2066,Female
NASAW00011913,9/12/1970,Female
NASAW00011914,5/5/1979,Female
NASAW00011915,13/9/9999,Male
NASAW00011916,3/9/1976,Male
NASAW00011917,21/4/1971,Male
NASAW00011918,31/8/1969,Female
NASAW00011919,17/8/1969,Male
NASAW00011920,24/2/1975,Female
NASAW00011921,22/6/1970,Male
NASAW00011922,13/2/1985,Male
NASAW00011923,21/4/1985,Female
NASAW00011924,23/4/1985,Male
NASAW00011925,5/5/1984,Female
NASAW00011926,15/9/1983,Male
NASAW00011927,21/1/1984,Female
NASAW00011928,6/3/1984,Female
NASAW00011929,8/8/1962,Female
NASAW00011930,31/10/1952,Female
NASAW00011931,12/5/1984,Male
NASAW00011932,8/2/1984,Female
NASAW00011933,1/9/1982,Male
NASAW00011934,13/4/1983,Male
NASAW00011935,19/5/1983,Female
NASAW00011936,9/10/1982,Male
NASAW00011937,3/12/1982,Male
NASAW00011938,21/3/1983,Male
NASAW00011939,20/12/1982,Male
NASAW00011940,9/1/1983,Male
NASAW00011941,26/5/1982,Male
NASAW00011942,11/12/1954,Male
NASAW00011943,27/8/1954,Female
NASAW00011944,13/4/1956,Female
NASAW00011945,11/3/1986,Male
NASAW00011946,2/7/1956,Female
NASAW00011947,20/4/1957,Female
NASAW00011948,7/10/1956,Female
NASAW00011949,5/5/1986,Female
NASAW00011950,9/3/1985,Female
NASAW00011951,3/2/1958,Female
NASAW00011952,22/3/1960,Male
NASAW00011953,3/3/1981,Female
NASAW00011954,13/2/1981,Male
NASAW00011955,2/10/1980,Male
NASAW00011956,30/8/1985,Female
NASAW00011957,9/2/1979,Female
NASAW00011958,6/7/1978,Male
NASAW00011959,5/10/1978,Female
NASAW00011960,31/12/1978,Female
NASAW00011961,22/12/1978,Female
NASAW00011962,28/5/1982,Female
NASAW00011963,10/12/1960,Male
NASAW00011964,13/2/1967,Male
NASAW00011965,18/4/1962,Female
NASAW00011966,13/2/1967,Male
NASAW00011967,10/8/1962,Female
NASAW00011968,19/4/1964,Female
NASAW00011969,22/1/1964,Male
NASAW00011970,12/11/1984,Female
NASAW00011971,3/3/1979,Female
NASAW00011972,20/9/1979,Female
NASAW00011973,3/8/1979,Female
NASAW00011974,7/8/1979,Male
NASAW00011975,2/4/1980,Female
NASAW00011976,22/5/1970,Female
NASAW00011977,19/11/1964,Female
NASAW00011978,18/10/1977,Male
NASAW00011979,5/11/1962,Male
NASAW00011980,17/6/1963,Female
NASAW00011981,3/8/1962,Female
NASAW00011982,2/10/1962,Female
NASAW00011983,24/2/1968,Female
NASAW00011984,4/12/1962,Male
NASAW00011985,18/5/1963,Female
NASAW00011986,20/1/1969,Male
NASAW00011987,26/5/1973,Female
NASAW00011988,17/2/1968,Female
NASAW00011989,20/3/1984,Female
NASAW00011990,12/1/1968,Female
NASAW00011991,7/2/1968,Male
NASAW00011992,9/6/1972,Female
NASAW00011993,12/9/1977,Female
NASAW00011994,18/10/1977,Female
NASAW00011995,12/12/1965,Male
NASAW00011996,30/1/1966,Female
NASAW00011997,4/4/1971,Female
NASAW00011998,7/2/1966,Female
NASAW00011999,3/12/1965,Male
NASAW00012000,9/9/1970,Female
NASAW00012001,30/12/1981,Female
NASAW00012002,5/8/1969,Female
NASAW00012003,4/9/1979,Female
NASAW00012004,16/12/1974,Male
NASAW00012005,13/7/1973,Male
NASAW00012006,12/3/1973,Male
NASAW00012007,23/1/1967,Female
NASAW00012008,19/2/1967,Female
NASAW00012009,31/1/1963,Female
NASAW00012010,26/8/1962,Male
NASAW00012011,16/8/1940,Female
NASAW00012012,19/10/1971,Female
NASAW00012013,4/9/1958,Female
NASAW00012014,9/8/1954,Male
NASAW00012015,6/1/1982,Male
NASAW00012016,11/6/1981,Female
NASAW00012017,26/4/1982,Male
NASAW00012018,30/1/1986,Male
NASAW00012019,13/5/1986,Female
NASAW00012020,13/3/1985,Female
NASAW00012021,13/8/1951,Female
NASAW00012022,22/5/1986,Male
NASAW00012023,5/1/1984,Male
NASAW00012024,24/12/1983,Male
NASAW00012025,16/12/1983,Male
NASAW00012026,14/1/1984,Male
NASAW00012027,24/4/1984,Female
NASAW00012028,11/5/1983,Female
NASAW00012029,15/4/1983,Male
NASAW00012030,5/8/1982,Female
NASAW00012031,17/4/1985,Male
NASAW00012032,22/11/1984,Male
NASAW00012033,29/10/1984,Female
NASAW00012034,11/9/1946,Male
NASAW00012035,20/12/1946,Male
NASAW00012036,6/8/1946,Female
NASAW00012037,13/3/1949,Female
NASAW00012038,6/2/1949,Male
NASAW00012039,12/8/1948,Male
NASAW00012040,15/2/1982,Male
NASAW00012041,3/6/1986,Male
NASAW00012042,26/3/1981,Male
NASAW00012043,20/3/1980,Male
NASAW00012044,24/11/1979,Female
NASAW00012045,23/12/1979,Male
NASAW00012046,15/1/1980,Female
NASAW00012047,22/9/1979,Female
NASAW00012048,16/5/1983,Female
NASAW00012049,9/10/1973,Female
NASAW00012050,10/9/1978,Male
NASAW00012051,19/3/1984,Male
NASAW00012052,23/11/1972,Female
NASAW00012053,11/11/1972,Male
NASAW00012054,2/12/1973,Male
NASAW00012055,20/5/1974,Female
NASAW00012056,13/12/1947,Male
NASAW00012057,11/9/1948,Female
NASAW00012058,30/12/1948,Female
NASAW00012059,29/11/1948,Male
NASAW00012060,13/10/1948,Male
NASAW00012061,5/11/1948,Male
NASAW00012062,2/12/1949,Male
NASAW00012063,8/3/1950,Male
NASAW00012064,6/10/1955,Male
NASAW00012065,31/12/1949,Male
NASAW00012066,9/2/1950,Male
NASAW00012067,14/5/1950,Male
NASAW00012068,19/11/1949,Female
NASAW00012069,1/5/1950,Male
NASAW00012070,3/3/1950,Male
NASAW00012071,30/9/1949,Male
NASAW00012072,21/2/1950,Male
NASAW00012073,20/2/1950,Male
NASAW00012074,22/4/1961,Female
NASAW00012075,24/12/1949,Male
NASAW00012076,22/2/1955,Female
NASAW00012077,17/3/1956,Female
NASAW00012078,18/8/1950,Male
NASAW00012079,9/10/1956,Male
NASAW00012080,7/12/1951,Female
NASAW00012081,1/6/1957,Female
NASAW00012082,10/4/1952,Female
NASAW00012083,28/8/1951,Female
NASAW00012084,3/2/1953,Male
NASAW00012085,23/6/1953,Male
NASAW00012086,9/2/1953,Female
NASAW00012087,10/7/1958,Male
NASAW00012088,18/1/1953,Female
NASAW00012089,20/10/1958,Male
NASAW00012090,2/1/1954,Female
NASAW00012091,9/11/1959,Male
NASAW00012092,8/8/1953,Male
NASAW00012093,8/5/1954,Male
NASAW00012094,19/3/1954,Female
NASAW00012095,24/8/1953,Male
NASAW00012096,26/8/1953,Female
NASAW00012097,13/5/1955,Male
NASAW00012098,24/4/1955,Female
NASAW00012099,18/5/1955,Female
NASAW00012100,22/10/1954,Male
NASAW00012101,22/10/1954,Male
NASAW00012102,2/12/1954,Male
NASAW00012103,8/10/1960,Female
NASAW00012104,8/1/1960,Female
NASAW00012105,13/11/1954,Female
NASAW00012106,6/12/1955,Male
NASAW00012107,11/8/1961,Male
NASAW00012108,19/2/1961,Male
NASAW00012109,17/9/1955,Female
NASAW00012110,3/8/1955,Female
NASAW00012111,1/2/1956,Female
NASAW00012112,7/12/1955,Female
NASAW00012113,16/2/1968,Male
NASAW00012114,6/5/1957,Male
NASAW00012115,7/8/1956,Female
NASAW00012116,21/8/1956,Female
NASAW00012117,30/1/1957,Male
NASAW00012118,23/7/1967,Female
NASAW00012119,28/11/1956,Male
NASAW00012120,8/1/1958,Male
NASAW00012121,25/3/1958,Male
NASAW00012122,17/6/1958,Female
NASAW00012123,12/12/2065,Male
NASAW00012124,8/8/1962,Female
NASAW00012125,12/7/1962,Female
NASAW00012126,18/5/1963,Female
NASAW00012127,13/6/1962,Female
NASAW00012128,13/12/1967,Female
NASAW00012129,21/3/1962,Female
NASAW00012130,9/2/1962,Female
NASAW00012131,15/4/1961,Male
NASAW00012132,18/5/1961,Female
NASAW00012133,24/6/1961,Female
NASAW00012134,19/9/1966,Male
NASAW00012135,9/10/1962,Male
NASAW00012136,8/5/1938,Male
NASAW00012137,4/5/1938,Male
NASAW00012138,26/5/1939,Male
NASAW00012139,11/3/1944,Male
NASAW00012140,8/9/1970,Male
NASAW00012141,16/9/1976,Female
NASAW00012142,2/7/1981,Female
NASAW00012143,13/5/1971,Male
NASAW00012144,10/5/1971,Female
NASAW00012145,30/9/1976, 
NASAW00012146,11/1/1971,Male
NASAW00012147,27/6/1970,F
NASAW00012148,5/6/1970,F
NASAW00012149,21/6/1975,Female
NASAW00012150,9/8/1975,Male
NASAW00012151,9/11/1969,Male
NASAW00012152,23/3/1975,Male
NASAW00012153,15/3/1962,Female
NASAW00012154,21/7/1967,Female
NASAW00012155,12/10/1967,Female
NASAW00012156,12/7/1939,Female
NASAW00012157,21/3/1940,Male
NASAW00012158,18/10/1979,Male
NASAW00012159,10/11/1974,Female
NASAW00012160,23/5/1969,Female
NASAW00012161,4/3/1974,Female
NASAW00012162,16/12/1974,Male
NASAW00012163,4/3/1969,Male
NASAW00012164,9/4/1974,Male
NASAW00012165,10/12/1967,Male
NASAW00012166,6/3/1984,Male
NASAW00012167,20/3/1968,Male
NASAW00012168,9/8/1966,Male
NASAW00012169,12/11/1972,Female
NASAW00012170,4/1/1972,Female
NASAW00012171,31/1/1972,Female
NASAW00012172,1/3/1972,Male
NASAW00012173,12/3/1967,Male
NASAW00012174,4/11/1966,Male
NASAW00012175,9/9/1966,Male
NASAW00012176,12/11/1966,Male
NASAW00012177,23/9/1960,Male
NASAW00012178,8/11/1959,Male
NASAW00012179,8/4/1941,Female
NASAW00012180,17/3/1942,Female
NASAW00012181,18/2/1942,Female
NASAW00012182,6/6/1966,Female
NASAW00012183,25/4/1966,Female
NASAW00012184,7/6/1966,Male
NASAW00012185,24/1/1966,Female
NASAW00012186,9/5/1971,Male
NASAW00012187,19/1/1966,Male
NASAW00012188,20/11/9999,Female
NASAW00012189,15/2/1971,Female
NASAW00012190,16/6/1966,Male
NASAW00012191,6/4/1965,Female
NASAW00012192,25/5/1960,Female
NASAW00012193,4/8/1959,Male
NASAW00012194,14/1/1959,Female
NASAW00012195,20/5/1970,Female
NASAW00012196,7/3/1959,Female
NASAW00012197,15/7/1958,Male
NASAW00012198,14/8/1958,Male
NASAW00012199,5/11/1957,Female
NASAW00012200,20/1/1943,Male
NASAW00012201,3/2/1944,Female
NASAW00012202,22/11/1943,Male
NASAW00012203,3/9/1943,Male
NASAW00012204,2/8/1943,Male
NASAW00012205,31/3/1944,Female
NASAW00012206,9/10/1944,Female
NASAW00012207,18/12/1945,Male
NASAW00012208,18/8/1945,Female
NASAW00012209,24/12/1945,Female
NASAW00012210,24/3/1984,Male
NASAW00012211,23/2/1985,Male
NASAW00012212,16/11/1974,Female
NASAW00012213,29/1/1974,Male
NASAW00012214,19/3/1968,Female
NASAW00012215,12/6/1968,Female
NASAW00012216,30/9/1967,Male
NASAW00012217,31/12/1966,Male
NASAW00012218,26/5/1967,Male
NASAW00012219,8/10/1977,Male
NASAW00012220,16/7/1966,Female
NASAW00012221,9/7/1966,Female
NASAW00012222,17/9/1966,Female
NASAW00012223,19/8/1966,Female
NASAW00012224,17/3/1941,Male
NASAW00012225,1/5/1964,Female
NASAW00012226,6/4/1968,Female
NASAW00012227,8/2/1963,Female
NASAW00012228,23/2/1963,Female
NASAW00012229,17/5/1962,Female
NASAW00012230,11/8/1961,Male
NASAW00012231,15/9/1960,Female
NASAW00012232,11/10/1960,Male
NASAW00012233,5/11/1960,Male
NASAW00012234,25/8/1959,Male
NASAW00012235,22/5/1949,Female
NASAW00012236,4/12/1946,Female
NASAW00012237,7/5/1952,Female
NASAW00012238,24/7/1952,Female
NASAW00012239,29/11/1947,Male
NASAW00012240,3/6/1986,Male
NASAW00012241,5/5/1985,Female
NASAW00012242,3/8/1984,Male
NASAW00012243,15/11/1985,Female
NASAW00012244,22/5/1986,Female
NASAW00012245,25/5/1984,Male
NASAW00012246,10/4/1985,Male
NASAW00012247,16/4/1985,Female
NASAW00012248,11/9/9999,Male
NASAW00012249,15/3/1984,Male
NASAW00012250,6/10/1982,Female
NASAW00012251,7/10/1982,Male
NASAW00012252,31/3/1983,Male
NASAW00012253,14/8/1982,Female
NASAW00012254,25/8/1948,Male
NASAW00012255,30/1/1978,Female
NASAW00012256,19/10/1972,Female
NASAW00012257,4/10/1966,Male
NASAW00012258,27/3/1967,Female
NASAW00012259,12/4/1972,Female
NASAW00012260,1/5/1972,Female
NASAW00012261,25/4/1966,Female
NASAW00012262,19/11/1965,Female
NASAW00012263,12/9/1965,Male
NASAW00012264,16/8/1976,Male
NASAW00012265,30/12/1964,Male
NASAW00012266,13/3/1970,Female
NASAW00012267,7/11/1963,Male
NASAW00012268,30/10/1963,Male
NASAW00012269,10/6/1971,Male
NASAW00012270,9/3/1966,Female
NASAW00012271,15/3/1965,Male
NASAW00012272,8/6/1965,Male
NASAW00012273,12/4/1964,Male
NASAW00012274,25/3/1976,Male
NASAW00012275,7/6/1981,Female
NASAW00012276,10/1/1976,Female
NASAW00012277,20/10/1974,Female
NASAW00012278,6/7/1974,Female
NASAW00012279,19/12/1975,Male
NASAW00012280,4/6/1981,Female
NASAW00012281,19/4/1981,Female
NASAW00012282,3/1/1981,Male
NASAW00012283,6/8/1980,Male
NASAW00012284,28/9/1980,Female
NASAW00012285,28/5/1975,Female
NASAW00012286,6/3/1975,Male
NASAW00012287,30/6/1957,Male
NASAW00012288,17/9/1984,Female
NASAW00012289,16/9/1984,Male
NASAW00012290,23/10/1973,Female
NASAW00012291,17/10/1949,Male
NASAW00012292,21/3/1955,Male
NASAW00012293,14/11/1949,Female
NASAW00012294,31/5/1950,Male
NASAW00012295,17/3/1956,Male
NASAW00012296,11/8/1961,Male
NASAW00012297,8/7/1950,Female
NASAW00012298,18/11/1950,Female
NASAW00012299,8/12/1950,Male
NASAW00012300,15/1/1952,Female
NASAW00012301,3/6/1952,Female
NASAW00012302,30/8/1951,Male
NASAW00012303,14/10/1951,Female
NASAW00012304,1/6/1957,Male
NASAW00012305,3/1/1960,Male
NASAW00012306,4/12/1958,Male
NASAW00012307,12/5/1960,Male
NASAW00012308,19/10/1970,Female
NASAW00012309,3/4/1960,Male
NASAW00012310,8/1/1960,Female
NASAW00012311,15/6/1965,Male
NASAW00012312,6/5/1970,Male
NASAW00012313,3/12/1958,Male
NASAW00012314,20/3/1959,Female
NASAW00012315,19/3/1959,Female
NASAW00012316,21/11/1964,Male
NASAW00012317,24/3/1959,Male
NASAW00012318,31/10/1958,Female
NASAW00012319,8/1/1958,Female
NASAW00012320,14/6/1963,Female
NASAW00012321,14/8/1956,Female
NASAW00012322,29/1/1957,Female
NASAW00012323,11/1/1962,Male
NASAW00012324,26/8/1956,Male
NASAW00012325,14/9/1956,Female
NASAW00012326,2/8/1956,Male
NASAW00012327,14/1/1961,Male
NASAW00012328,15/9/1955,Male
NASAW00012329,21/4/1956,Female
NASAW00012330,19/12/1954,Male
NASAW00012331,14/1/1954,Female
NASAW00012332,7/2/1954,Male
NASAW00012333,18/5/1954,Male
NASAW00012334,17/8/1959,Male
NASAW00012335,19/2/1959,Male
NASAW00012336,5/1/1953,Male
NASAW00012337,7/4/1981,Male
NASAW00012338,5/1/1982,Female
NASAW00012339,5/1/1982,Male
NASAW00012340,5/5/1982,Female
NASAW00012341,9/3/1982,Female
NASAW00012342,5/9/1980,Female
NASAW00012343,2/12/1979,Female
NASAW00012344,29/11/1980,Female
NASAW00012345,24/12/1980,Female
NASAW00012346,18/11/1980,Male
NASAW00012347,20/8/1980,Female
NASAW00012348,24/8/1979,Male
NASAW00012349,23/1/1980,Female
NASAW00012350,22/2/1984,Male
NASAW00012351,28/9/1984,Female
NASAW00012352,2/9/1978,Male
NASAW00012353,16/10/1984,Male
NASAW00012354,3/8/1984,Male
NASAW00012355,19/3/1984,Female
NASAW00012356,18/2/1977,Female
NASAW00012357,3/4/1982,Female
NASAW00012358,26/8/1975,Female
NASAW00012359,19/8/1975,Female
NASAW00012360,22/1/1977,Male
NASAW00012361,28/3/1982,Female
NASAW00012362,2/7/1952,Male
NASAW00012363,24/6/1947,Female
NASAW00012364,27/4/1947,Female
NASAW00012365,8/2/1953,Male
NASAW00012366,7/1/1948,Female
NASAW00012367,19/2/1979,Female
NASAW00012368,20/12/1978,Male
NASAW00012369,4/4/1969,Male
NASAW00012370,24/12/1968,Male
NASAW00012371,13/8/1968,Female
NASAW00012372,17/3/1969,Male
NASAW00012373,2/8/1985,Male
NASAW00012374,25/9/1985,Female
NASAW00012375,23/8/1985,Male
NASAW00012376,29/9/1985,Female
NASAW00012377,11/9/1985,Male
NASAW00012378,16/2/1985,Female
NASAW00012379,16/2/1984,Female
NASAW00012380,4/9/1979,Male
NASAW00012381,13/2/1985,Male
NASAW00012382,8/11/1983,Female
NASAW00012383,18/10/1978,Male
NASAW00012384,31/3/1979,Female
NASAW00012385,24/9/1978,Female
NASAW00012386,6/10/1977,Female
NASAW00012387,24/12/1983,Female
NASAW00012388,16/1/1978,Female
NASAW00012389,3/1/1978,Male
NASAW00012390,14/9/1983,Female
NASAW00012391,20/2/1983,Female
NASAW00012392,22/1/1977,Female
NASAW00012393,12/1/1977,Female
NASAW00012394,9/3/1982,Female
NASAW00012395,21/4/1982,Male
NASAW00012396,11/10/1976,Female
NASAW00012397,11/9/1975,Male
NASAW00012398,8/1/1977,Female
NASAW00012399,11/3/1977,Male
NASAW00012400,11/5/1977,Male
NASAW00012401,5/5/1982,Female
NASAW00012402,11/9/1976,Male
NASAW00012403,15/12/1976,Male
NASAW00012404,6/8/1982,Female
NASAW00012405,18/3/1976,Male
NASAW00012406,22/7/1975,Male
NASAW00012407,23/8/1981,Male
NASAW00012408,5/8/1975,Male
NASAW00012409,19/9/1980,Female
NASAW00012410,4/6/1981,Female
NASAW00012411,31/3/1981,Male
NASAW00012412,18/4/1936,Female
NASAW00012413,3/3/1977,Male
NASAW00012414,19/12/1971,Male
NASAW00012415,1/5/1972,Female
NASAW00012416,7/2/1983,Female
NASAW00012417,21/11/1977,Female
NASAW00012418,23/4/1959,Male
NASAW00012419,3/12/1958,Female
NASAW00012420,17/2/1959,Male
NASAW00012421,8/3/1964,Male
NASAW00012422,22/4/1959,Female
NASAW00012423,19/10/1970,Female
NASAW00012424,20/9/1965,Female
NASAW00012425,2/9/1959,Male
NASAW00012426,22/3/1960,Male
NASAW00012427,8/8/1959,Female
NASAW00012428,6/8/1960,Male
NASAW00012429,26/5/1961,Male
NASAW00012430,28/9/1960,Female
NASAW00012431,17/9/1960,Male
NASAW00012432,21/1/1961,Male
NASAW00012433,16/7/1966,Male
NASAW00012434,5/9/1960,Male
NASAW00012435,8/4/1961,Female
NASAW00012436,15/12/1960,Male
NASAW00012437,9/12/1971,Male
NASAW00012438,15/10/1966,Female
NASAW00012439,23/11/1961,Female
NASAW00012440,11/4/1962,Male
NASAW00012441,21/5/1963,Male
NASAW00012442,1/2/1963,Female
NASAW00012443,19/11/1962,Male
NASAW00012444,20/10/1962,Female
NASAW00012445,24/9/1962,Male
NASAW00012446,31/1/1963,Female
NASAW00012447,23/4/1963,Male
NASAW00012448,13/11/1974,Female
NASAW00012449,6/9/1963,Male
NASAW00012450,22/3/1964,Male
NASAW00012451,7/2/1964,Female
NASAW00012452,23/5/1964,Male
NASAW00012453,7/11/1963,Female
NASAW00012454,29/8/1964,Male
NASAW00012455,7/10/1964,Male
